Team,Medal
Jamaica,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Zimbabwe,NA
Canada,NA
Canada-2,NA
Canada,NA
United States,Silver
United States,Bronze
New Zealand,NA
Canada,NA
Israel,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
Thailand,Bronze
South Korea,NA
South Korea,Silver
Papua New Guinea,NA
United States,NA
United States,NA
United States,NA
Netherlands,NA
Great Britain,NA
Great Britain,NA
Australia,NA
Australia,NA
Australia,NA
Guyana,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Ireland,NA
South Africa,NA
South Africa,NA
Great Britain,NA
United States,NA
Australia,NA
United States,NA
Canada,Silver
United States,NA
South Africa,NA
Canada,NA
Canada,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
United States,Gold
United States,Gold
New Zealand,NA
Australia,NA
Australia,NA
United States,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Canada,NA
United States,NA
Guam,NA
Canada-2,NA
Canada,Silver
Netherlands,NA
Netherlands,NA
Netherlands,NA
Great Britain,NA
Australia,NA
Australia,NA
Australia,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,Gold
Great Britain,NA
Great Britain,NA
Great Britain,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Netherlands,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
New Zealand,NA
New Zealand,NA
Germany,NA
Uganda,NA
Uganda,NA
Uganda,NA
Uganda,NA
Papua New Guinea,NA
Saudi Arabia,NA
Lesotho,NA
Lesotho,NA
Cuba,NA
Cuba,NA
Cuba,NA
Cuba,NA
Colombia,NA
Colombia,NA
Mexico,NA
Spain,NA
Venezuela,NA
Colombia,NA
Costa Rica,NA
Costa Rica,NA
Venezuela,NA
Cuba,NA
Spain,NA
Paraguay,NA
Switzerland,NA
Spain,NA
Spain,NA
Spain,NA
Iran,NA
Iran,NA
Iran,NA
Iran,NA
Iran,NA
Iran,Gold
Iran,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Angola,NA
Angola,NA
Cape Verde,NA
Angola,NA
Greece,Silver
Greece,Silver
Greece,NA
Poland,NA
Colombia,NA
Puerto Rico,NA
Chile,NA
Chile,NA
Chile,NA
Chile,NA
Chile,NA
Chile,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Puerto Rico,NA
Mexico,NA
Spain,NA
Spain,NA
Cuba,NA
Argentina,NA
Argentina,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Guatemala,NA
Argentina,Silver
Chile,NA
Mexico,NA
Costa Rica,NA
Puerto Rico,NA
Puerto Rico,NA
Puerto Rico,NA
Argentina,NA
Colombia,NA
Puerto Rico,NA
Puerto Rico,NA
Honduras,NA
United States,Silver
United States,NA
United States,Silver
United States,Gold
United States,Gold
United States,Gold
Spain,NA
Colombia,NA
Colombia,NA
Cuba,NA
Cuba,NA
Cuba,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Bulgaria,NA
Australia,Bronze
United States,NA
Honduras,NA
Australia,NA
Switzerland,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,Bronze
Italy,NA
Spain,NA
Spain,NA
South Africa,NA
Greece,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Germany,NA
Germany,NA
Spain,NA
Brazil,NA
Brazil,NA
United States,NA
Czechoslovakia,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Slovakia,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,Silver
Slovakia,Silver
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Slovakia,NA
Czech Republic,Gold
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,NA
Czech Republic,Silver
Czech Republic,Silver
Czech Republic,Bronze
Czech Republic,NA
Czech Republic,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Bermuda,NA
Italy-2,NA
Austria,NA
Austria,NA
Algeria,NA
Algeria,NA
Algeria,NA
Algeria,Gold
Algeria,NA
Poland,NA
Poland,NA
Hungary,NA
Germany,NA
Poland,NA
Poland-2,NA
Poland-2,NA
Norway,NA
Slovenia,NA
Cuba,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,Gold
France,NA
France,NA
Belgium,NA
United States,NA
Canada,NA
France,NA
Ethiopia,NA
United States,NA
United States,Silver
United States,NA
United States,NA
Portugal,NA
Angola,NA
Angola,NA
Angola,NA
Angola,NA
Angola,NA
Angola,NA
Portugal,NA
Uruguay,NA
Uruguay,NA
Uruguay,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,Bronze
Togo,NA
Portugal,NA
Portugal,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Portugal,NA
Portugal,NA
Portugal,NA
Netherlands,Bronze
Netherlands,Silver
Netherlands,Gold
Brazil,NA
Brazil,NA
Brazil,NA
Ecuador,NA
Bolivia,NA
Bolivia,NA
United States,NA
Seychelles,NA
Seychelles,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Chile,NA
Switzerland,NA
Sweden,NA
Switzerland-1,Bronze
Italy,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Brazil,NA
Brazil,NA
Brazil,NA
Chile,NA
Chile,NA
Colombia,NA
Colombia,NA
Cuba,NA
Cuba,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Spain,NA
Spain,NA
Spain,Gold
Spain,NA
Colombia,NA
Colombia,NA
Colombia,NA
United States,NA
Peru,NA
Peru,NA
Peru,NA
Peru,NA
Nicaragua,NA
Bolivia,NA
Bolivia,NA
Bolivia,NA
Bolivia,NA
Bolivia,NA
Bolivia,NA
Bolivia,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Andorra,NA
Spain,NA
Colombia,NA
El Salvador,NA
Cuba,NA
Spain,NA
Spain,NA
Spain,NA
Spain,Bronze
Spain,NA
Spain,NA
Spain,NA
Colombia,NA
Colombia,NA
Nicaragua,NA
Spain,NA
Ecuador,NA
Ecuador,NA
Ecuador,NA
Cuba,NA
Cuba,Silver
Cuba,Silver
Cuba,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
Argentina,NA
France,NA
France,Gold
France,NA
Switzerland,NA
Cuba,NA
Dominican Republic,NA
United States,Bronze
Italy,NA
Italy,Bronze
Italy,NA
Switzerland,NA
Switzerland,NA
Italy,NA
Russia,NA
Russia,NA
Russia,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
United States,Gold
United States,NA
Jamaica,NA
Cuba,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Australia,NA
Australia,Bronze
Australia,NA
United States,NA
Canada,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Australia,NA
Australia,NA
Australia,Bronze
Jamaica,NA
Jamaica,NA
United States,NA
Australia,NA
Great Britain,Bronze
Jamaica,NA
Great Britain,NA
United States,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Great Britain,NA
Great Britain-2,NA
Great Britain,NA
Great Britain,NA
United States,NA
Australia,NA
Jamaica,NA
Canada,NA
Canada,NA
Canada,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Great Britain,NA
New Zealand,NA
Switzerland,NA
Chile,NA
Austria,NA
Austria,Gold
Austria,Gold
Austria,NA
Austria,NA
Austria,Gold
Austria,NA
Austria,NA
Austria,Silver
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Austria,NA
Austria,NA
Japan,NA
Australia,NA
Japan,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Japan-2,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
United States-3,NA
Australia,NA
Italy,Bronze
Italy,NA
Italy,NA
Spain,NA
Japan,NA
Japan-1,NA
Italy,NA
Italy,NA
Italy,NA
Japan,NA
Japan,NA
Ecuador,NA
Spain,NA
Mexico,NA
Mexico,NA
Mexico,NA
Mexico,NA
Spain,NA
Venezuela,NA
Russia,NA
Russia,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Canada,NA
Canada,NA
Canada,Silver
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
France,NA
Canada-2,NA
Japan,NA
Japan,NA
Japan,Silver
East Germany,NA
East Germany,NA
East Germany,NA
East Germany,NA
France,NA
France,Bronze
France,NA
France,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Silver
Japan,NA
Japan,NA
Japan,NA
Canada,NA
Canada,NA
Canada,NA
Japan,NA
Japan,Bronze
Japan,NA
Japan,Silver
Japan,NA
Japan,Gold
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,Bronze
Japan,NA
Japan,Bronze
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
West Germany,NA
West Germany,NA
West Germany,NA
Uzbekistan,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Bahamas,NA
Bahamas,NA
Bahamas,NA
Bahamas,NA
Great Britain,NA
Great Britain,NA
Liberia,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
United States,NA
Italy,NA
Italy,Silver
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Spain,NA
Spain,NA
Spain,Gold
Spain,NA
Spain,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Finland,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Italy,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Lesotho,NA
Lesotho,NA
Italy,NA
Italy,NA
Italy,NA
Italy,Bronze
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Argentina,NA
Romania,NA
Romania,NA
Romania,NA
Romania,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Italy,NA
Ukraine,NA
Belarus,NA
Belarus,NA
Belarus,NA
Ukraine,NA
Russia,Silver
Russia,NA
Ukraine,NA
Ukraine,NA
Russia,NA
Belarus,NA
Ukraine-1,NA
Ukraine-1,NA
Ukraine-1,NA
Russia,Bronze
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Unified Team,Silver
Russia,NA
Russia,Silver
Latvia,NA
San Marino,NA
San Marino,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,Bronze
Canada,Gold
Canada,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Great Britain,NA
Australia,NA
Australia,Silver
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,NA
Jamaica,Silver
Jamaica,NA
Jamaica,NA
South Africa,NA
Great Britain,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
Trinidad and Tobago,NA
United States,NA
United States,Silver
United States,NA
United States,NA
Australia,Gold
Australia,Gold
United States,NA
Canada,Gold
New Zealand,NA
Great Britain,NA
Great Britain,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States Virgin Islands,NA
United States,Silver
South Africa,NA
Great Britain,NA
United States,Bronze
Ireland,NA
Canada,NA
Canada,NA
Canada,NA
Canada,Silver
Canada,NA
Canada,NA
Canada,NA
Canada,Gold
Canada,Silver
Canada,Bronze
Canada,NA
Andorra,NA
Australia,NA
United States,Bronze
United States,Bronze
Brazil,NA
Great Britain,NA
Great Britain,NA
Canada,NA
Ireland,NA
Ireland,NA
United States Virgin Islands,NA
Spain,NA
Canada,Gold
United States,Gold
Australia,NA
Australia,NA
Australia,Bronze
Australia,Silver
Australia,Bronze
Austria,NA
Great Britain,NA
United States,NA
Australia,NA
Australia,NA
Soviet Union,Bronze
Unified Team,Bronze
East Germany,Silver
France,NA
France,NA
France,NA
France,Bronze
France,Silver
France,NA
Denmark,Gold
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,Gold
Denmark,Gold
Denmark,NA
United States-2,NA
Denmark,NA
United States,NA
United States,NA
United States,Gold
Sweden,Bronze
Canada,NA
Nigeria,NA
Saint Kitts and Nevis,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Great Britain,NA
Great Britain,NA
New Zealand,NA
Great Britain,Gold
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Australia,NA
Australia,NA
Australia,NA
Russia,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Equatorial Guinea,NA
Egypt,NA
Switzerland,NA
Brazil,NA
Canada,Bronze
Italy,NA
Switzerland,NA
Switzerland,NA
Italy,NA
Italy,NA
Italy,NA
Canada-2,NA
Canada,Silver
Botswana,NA
United States,Gold
United States,NA
Congo (Kinshasa),NA
Congo (Kinshasa),NA
West Germany,NA
West Germany,NA
West Germany,NA
West Germany,NA
West Germany,NA
Germany,NA
Brazil,NA
Brazil,NA
Brazil,Bronze
Switzerland,NA
Austria,NA
Austria,NA
Austria,Bronze
West Germany,Silver
Switzerland,Silver
Switzerland,NA
Switzerland,NA
Switzerland,NA
United States,NA
United States,NA
Austria,Gold
Austria,NA
Austria,NA
Ghana,NA
United States,Silver
United States,Gold
United States,Gold
United States,Bronze
United States,NA
United States,Silver
United States,NA
United States,NA
Grenada,NA
Soviet Union,NA
Canada,NA
Tanzania,NA
Tanzania,NA
Tanzania,NA
Switzerland,NA
Russia,NA
Russia,NA
Russia,Bronze
Russia,NA
Russia,NA
Russia,Gold
Russia,Silver
Soviet Union,Bronze
Unified Team,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Russia,NA
Greece,NA
Russia,NA
Russia,NA
Ukraine,NA
Belarus,NA
Belarus,NA
Australia,Silver
Australia,Bronze
North Yemen,NA
Slovakia,NA
Kenya,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Dominican Republic,NA
Paraguay,NA
Paraguay,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Colombia,NA
Chile,NA
Colombia,Bronze
Colombia,Bronze
Canada,NA
Canada,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,NA
New Zealand,Bronze
New Zealand,NA
France,Gold
Mozambique,NA
Egypt,NA
Egypt,NA
Egypt,NA
Iran,Silver
Iran,NA
Sweden,NA
Sweden,NA
Lesotho,NA
Botswana,NA
Botswana,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,Bronze
Portugal,Gold
Iraq,NA
South Africa,NA
Germany,NA
Egypt,NA
Cayman Islands,NA
Cayman Islands,NA
Cayman Islands,NA
Cayman Islands,NA
Cayman Islands,NA
South Africa,NA
Lithuania,NA
Russia,NA
South Africa,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Romania,NA
Romania,NA
Japan,NA
Japan,NA
Japan,NA
Japan,NA
Spain,Gold
Spain,NA
Japan,NA
Japan,NA
Japan,Bronze
Japan,Bronze
Moldova,NA
Unified Team,NA
Greece,NA
Norway,NA
Guatemala,NA
Italy,NA
Italy,NA
Belgium,NA
France,NA
France,NA
Italy,NA
Italy,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
Australia,NA
South Africa,NA
Soviet Union,Silver
Poland,NA
Poland,Silver
Switzerland,NA
Chinese Taipei,NA
Chinese Taipei,NA
Chinese Taipei,NA
Algeria,NA
United States,Silver
France,NA
Niger,NA
Morocco,NA
Morocco,NA
Greece,NA
Morocco,NA
Congo (Brazzaville),NA
Tunisia,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Syria,NA
Greece,Silver
Belgium,NA
Syria,NA
Syria,NA
Djibouti,NA
Morocco,NA
France,NA
Great Britain,NA
France,NA
France,NA
France,NA
France,NA
Liberia,NA
Liberia,NA
Lebanon,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
United States,Gold
United States,Silver
United States,NA
Portugal,NA
Brazil,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Portugal,NA
Cote d'Ivoire,NA
Canada,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Brazil,NA
Belgium,NA
Cameroon,NA
France,NA
France,NA
France,NA
Greece,NA
Greece,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
United States,Gold
Greece,Gold
Greece,NA
Iran,NA
Iran,NA
Iran,NA
Egypt,NA
Egypt,NA
Cyprus,NA
Algeria,NA
Angola,NA
Angola,NA
Qatar,NA
Algeria,NA
Egypt,NA
Egypt,NA
Tunisia,NA
Tunisia,NA
Algeria,NA
Algeria,Bronze
Djibouti,NA
Djibouti,NA
Niger,NA
Morocco,NA
Cameroon,NA
Cameroon,NA
Equatorial Guinea,NA
Algeria,NA
Algeria,NA
France,NA
Cameroon,NA
Cameroon,NA
Egypt,NA
Egypt,NA
Egypt,NA
Egypt,NA
France,NA
Morocco,NA
Morocco,NA
Greece,NA
Greece,NA
France,NA
France,NA
Algeria,NA
Greece,NA
Morocco,NA
France,NA
Ukraine,NA
Ukraine,NA
Soviet Union,Gold
United States,Gold
Canada,NA
Great Britain,NA
Great Britain,Silver
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Australia,Gold
United States,NA
Bahamas,NA
Peru,NA
Peru,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
France,NA
Spain,NA
Spain-2,NA
Venezuela,NA
Venezuela,NA
Venezuela,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Spain,NA
Cuba,NA
Spain,NA
Spain,NA
Andorra,NA
Cuba,Bronze
Cuba,NA
Colombia,NA
Puerto Rico,NA
Cuba,NA
Israel,NA
Israel,NA
Israel,NA
Israel,NA
Israel,NA
Israel,NA
Israel,NA
Swaziland,NA
United States,Bronze
United States,NA
Italy,NA
Australia,NA
Ireland,NA
Great Britain,Silver
Great Britain,NA
Malawi,NA
Zimbabwe,NA
France,NA
Canada-1,NA
Canada-1,Gold
Canada-1,Gold
Brazil,NA
Poland,NA
Poland,NA
Poland,NA
Russia,NA
Russia,Bronze
Belarus,NA
Kazakhstan,NA
Kazakhstan,NA
Soviet Union,NA
Soviet Union,Bronze
Russia,NA
Nigeria,NA
Soviet Union,NA
Spain,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,NA
Denmark,Gold
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,NA
Norway,Bronze
Denmark,Silver
Denmark,NA
Denmark,NA
Congo (Brazzaville),NA
Congo (Brazzaville),NA
Congo (Brazzaville),NA
Congo (Brazzaville),NA
Rwanda,NA
Malawi,NA
South Africa,NA
South Africa,NA
Tunisia,NA
Tunisia,NA
Tunisia,NA
Tunisia,NA
Tunisia,NA
Tunisia,NA
Slovenia,NA
Slovenia,NA
Bulgaria,NA
Tanzania,NA
Croatia,NA
Croatia,NA
Croatia,NA
Slovakia,NA
Czech Republic,NA
Czechoslovakia,NA
Czechoslovakia,NA
Czechoslovakia,NA
Slovakia,NA
Czechoslovakia,NA
Czech Republic-1,NA
Czech Republic,NA
Serbia,NA
Yugoslavia,Bronze
Tanzania,NA
Tanzania,NA
Yugoslavia,Bronze
Yugoslavia,NA
Poland,NA
Poland,Silver
Poland,NA
Poland,NA
West Germany,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Poland,NA
Croatia,NA
Poland,NA
Poland,NA
Montenegro,NA
Montenegro,NA
Montenegro,NA
Czech Republic,NA
Soviet Union,Gold
Soviet Union,Bronze
Swaziland,NA
Zambia,NA
Tanzania,NA
Swaziland,NA
China,NA
China,NA
China,NA
China,NA
China,NA
China,NA
China,NA
China,NA
Samoa,NA
American Samoa,NA
Cameroon,NA
Kenya,NA
Fiji,NA
Maldives,NA
Maldives,NA
Congo (Kinshasa),NA
Saudi Arabia,NA
Saudi Arabia,NA
Saudi Arabia,NA
Qatar,NA
Qatar,NA
Qatar,NA
Kuwait,NA
Bahrain,NA
Bahrain,NA
Kuwait,NA
United Arab Emirates,NA
Bahrain,NA
San Marino,NA
Kenya,NA
Kenya,NA
Mexico,NA
Mexico,NA
Germany,Gold
Germany,NA
Germany,Gold
Austria,NA
Austria,NA
Netherlands,NA
Netherlands,NA
Botswana,NA
Russia,Gold
Australia,NA
Australia,NA
United States,Silver
United States,NA
United States,NA
United States,NA
Canada,NA
Canada,NA
United States,NA
Switzerland,NA
Canada,NA
Canada,Gold
Canada,NA
Yemen,NA
Switzerland,NA
Switzerland,NA
France,NA
France,NA
France,NA
France,Silver
France,Gold
France,Bronze
Angola,NA
Uganda,Silver
Rwanda,NA
Great Britain,NA
Great Britain,NA
Great Britain-1,NA
Great Britain-2,NA
United States,NA
France,NA
Kenya,NA
Kenya,NA
Yugoslavia,Gold
Yugoslavia,NA
Yugoslavia,Gold
Yugoslavia,NA
Austria,NA
Uganda,NA
Spain,NA
Spain-1,NA
Indonesia,NA
Indonesia,NA
Pakistan,NA
United States,Gold
United States,NA
United States,Bronze
Great Britain,Bronze
Great Britain,Silver
Pakistan,NA
India,NA
India,NA
Pakistan,NA
Egypt,NA
Guam,NA
Nigeria,Bronze
Kenya,NA
Austria,NA
West Germany,NA
Brazil,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Spain,NA
Spain,NA
Spain,NA
Germany,NA
Austria,NA
Austria,NA
Iraq,NA
Austria-2,NA
Canada,NA
Canada,NA
Canada,NA
Zimbabwe,NA
Zimbabwe,NA
Great Britain,NA
Australia,NA
Australia,NA
Great Britain,NA
Great Britain,Bronze
Netherlands,Silver
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,Silver
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Yugoslavia,Silver
Croatia,NA
Venezuela,NA
Spain,NA
Spain,NA
Yugoslavia,Bronze
Slovenia,Bronze
Slovenia,NA
India,NA
India,NA
Zambia,NA
Japan,NA
Japan,NA
Rwanda,NA
Rwanda,NA
Rwanda,NA
Rwanda,NA
Rwanda,NA
Uganda,NA
Rwanda,NA
Rwanda,NA
Kazakhstan,NA
Kazakhstan,NA
Zambia,NA
Uzbekistan,NA
Soviet Union,Silver
Ukraine,NA
Ukraine-1,NA
Unified Team,Gold
Russia-2,NA
Kazakhstan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Uzbekistan,NA
Israel,NA
Zimbabwe,NA
Zimbabwe,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Ukraine,NA
Nepal,NA
Zambia,NA
Tanzania,NA
Congo (Kinshasa),NA
Croatia,NA
Croatia,NA
Croatia,NA
Unified Team,NA
Poland,NA
Croatia,NA
San Marino,NA
San Marino,NA
San Marino,NA
San Marino,NA
Thailand,NA
South Africa,Silver
South Africa,NA
Netherlands,Silver
Netherlands,Gold
Netherlands,Silver
Netherlands,NA
Netherlands,Gold
Netherlands,Bronze
Netherlands,NA
Netherlands,Bronze
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,NA
Netherlands,Bronze
Cameroon,NA
Belgium,NA
Zambia,NA
Zambia,NA
Cuba,NA
Argentina,NA
Australia,NA
Australia,NA
Australia,Bronze
Australia,NA
Croatia,NA
Croatia,NA
Zambia,NA
Great Britain,NA
Great Britain,NA
United States,Gold
United States,NA
United States,NA
Iraq,NA
Russia,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Canada,NA
Netherlands,NA
Australia,NA
Switzerland,Bronze
Germany,NA
Switzerland,NA
France,NA
France,NA
Switzerland,NA
Argentina,NA
Switzerland,NA
Austria,NA
France,NA
Germany,Bronze
Switzerland,NA
Australia,Bronze
Switzerland,Gold
Tonga,NA
Germany,NA
Germany,NA
Switzerland,Silver
Luxembourg,NA
Luxembourg,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
South Africa,NA
Luxembourg,NA
Luxembourg,NA
East Germany,Gold
Germany,NA
Germany,NA
Germany,Bronze
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Germany,NA
Germany,NA
Germany,Bronze
Switzerland,NA
Switzerland,NA
Germany,Gold
Canada,NA
Germany,NA
Germany,NA
Germany,Gold
Switzerland,NA
Switzerland,NA
Germany,NA
Luxembourg,NA
Luxembourg,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Switzerland,NA
Germany,Bronze
Germany,Bronze
East Germany,Silver
Germany,Gold
Germany,Gold
Switzerland-1,NA
Canada,NA
Austria-2,NA
Austria,NA
Germany-2,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Germany,NA
Brazil,NA
Switzerland,NA
Switzerland,Silver
Switzerland,Silver
East Germany,Silver
East Germany,Bronze
Germany,NA
Germany,NA
East Germany,NA
West Germany-2,NA
West Germany-1,NA
East Germany,NA
East Germany,NA
East Germany,Gold
Switzerland,NA
East Germany,NA
East Germany,NA
Panama,NA
Germany,Gold
Switzerland,NA
